gia_ban,dien_tich,loai_hinh,giay_to_phap_ly,so_phong_ngu,so_phong_ve_sinh,tong_so_tang,tinh_trang_noi_that,dac_diem,chieu_ngang,chieu_dai,e_Quận Gò Vấp,e_Quận Phú Nhuận
4.2,31.0,0,5,2.0,2.0,2.0,4,7,3.1,10.0,1.0,0.0
5.65,38.5,2,5,4.0,3.0,3.0,4,2,3.5,11.0,1.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
4.4,50.0,0,5,2.0,3.0,3.0,4,7,5.0,10.0,1.0,0.0
7.0,80.0,0,5,5.0,3.0,2.0,4,7,5.0,16.0,1.0,0.0
5.3,71.0,0,5,7.0,1.0,5.0,4,7,5.5,13.0,1.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
4.7,50.16,0,5,2.0,2.0,1.0,3,2,4.15,12.0,1.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
12.0,90.0,0,5,5.0,5.0,4.0,4,7,4.0,12.0,1.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
6.7,60.0,0,5,4.0,3.0,3.0,1,7,4.0,12.0,1.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
4.799,68.0,0,5,4.0,3.0,2.0,2,2,4.2,15.0,1.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
6.37,42.0,3,5,4.0,3.0,4.0,1,2,3.5,12.0,1.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
4.97,35.0,0,5,3.0,3.0,2.0,4,7,4.1,8.5,1.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
24.0,168.88,3,5,6.0,3.0,3.0,0,3,7.5,15.0,1.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
7.9,58.7,0,5,3.0,5.0,3.0,3,7,5.12,9.94,1.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
2.3,21.0,0,5,1.0,3.0,3.0,1,7,3.0,7.0,1.0,0.0
7.9,58.7,0,5,3.0,5.0,3.0,3,7,5.12,9.94,1.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
4.8,63.0,0,5,1.0,1.0,1.0,1,2,4.5,14.2,1.0,0.0
7.9,58.0,0,5,4.0,3.0,4.0,4,7,4.82,12.0,1.0,0.0
12.9,89.0,3,5,5.0,6.0,4.0,3,7,4.0,22.0,1.0,0.0
3.5,31.3,0,5,2.0,2.0,1.0,2,6,2.85,8.3,1.0,0.0
9.0,76.0,0,5,4.0,5.0,3.0,2,7,4.0,19.0,1.0,0.0
2.499,36.0,0,5,2.0,2.0,2.0,2,7,4.5,9.0,1.0,0.0
6.3,41.0,0,5,4.0,3.0,4.0,3,7,3.2,13.0,1.0,0.0
8.4,50.0,0,5,2.0,3.0,5.0,4,7,4.5,11.0,1.0,0.0
5.75,45.0,0,5,3.0,3.0,4.0,3,7,3.5,13.0,1.0,0.0
3.5,32.0,0,5,4.0,3.0,3.0,1,7,3.2,10.0,1.0,0.0
1.9,18.0,0,5,1.0,3.0,3.0,1,7,3.0,6.0,1.0,0.0
1.9,18.0,0,5,1.0,3.0,3.0,1,2,3.0,6.0,1.0,0.0
8.55,60.0,0,5,3.0,4.0,5.0,1,2,4.0,15.0,1.0,0.0
8.6,60.0,0,5,4.0,3.0,3.0,4,7,4.0,15.0,1.0,0.0
1.9,18.0,0,5,1.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
6.2,70.0,0,5,3.0,2.0,3.0,1,7,4.8,17.0,1.0,0.0
9.8,80.0,0,5,10.0,3.0,3.0,1,7,5.0,16.0,1.0,0.0
4.7,49.8,0,5,2.0,2.0,1.0,2,2,4.15,12.0,1.0,0.0
11.8,89.0,0,5,4.0,2.0,2.0,2,7,6.0,15.0,1.0,0.0
1.8,20.0,0,5,1.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
2.6,17.0,0,5,2.0,2.0,3.0,2,2,4.0,5.0,1.0,0.0
18.0,96.0,3,5,4.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
8.0,58.2,0,5,4.0,3.0,3.0,1,7,4.0,12.0,1.0,0.0
14.0,90.0,0,5,5.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
7.35,73.0,0,5,4.0,4.0,2.0,4,7,9.4,7.7,1.0,0.0
14.0,100.0,3,5,5.0,5.0,4.0,1,2,5.0,20.0,1.0,0.0
13.99,64.4,0,5,6.0,5.0,5.0,1,7,5.0,12.8,1.0,0.0
9.5,80.0,3,5,2.0,3.0,3.0,1,2,4.0,20.0,1.0,0.0
7.2,58.8,0,5,2.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
5.2,40.0,0,5,2.0,2.0,3.0,1,2,4.0,12.0,1.0,0.0
15.9,77.0,0,5,10.0,6.0,5.0,4,7,5.0,16.0,1.0,0.0
11.5,101.0,0,5,5.0,4.0,3.0,1,6,4.2,24.0,1.0,0.0
4.5,30.0,0,5,2.0,2.0,2.0,3,2,3.0,10.0,1.0,0.0
2.75,18.0,0,5,1.0,3.0,3.0,1,7,3.0,6.0,1.0,0.0
10.8,108.0,3,5,5.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
1.8,20.0,0,5,1.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
3.8,42.0,0,5,2.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
5.6,50.0,0,5,2.0,3.0,3.0,1,7,4.0,12.0,1.0,0.0
4.5,61.0,0,5,1.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
1.86,36.0,3,4,1.0,3.0,3.0,1,2,4.0,9.0,1.0,0.0
13.5,80.0,0,5,4.0,5.0,3.0,4,7,4.0,20.0,1.0,0.0
3.1,20.0,0,5,2.0,2.0,2.0,3,7,5.0,4.0,1.0,0.0
5.98,80.0,0,5,4.0,3.0,2.0,4,2,10.0,7.5,1.0,0.0
11.8,108.0,0,5,10.0,6.0,3.0,1,6,8.0,15.0,1.0,0.0
3.6,30.0,0,5,2.0,2.0,2.0,3,7,3.0,10.0,1.0,0.0
8.456,54.9,3,5,3.0,3.0,2.0,2,7,4.0,13.7,1.0,0.0
9.5,54.0,0,3,3.0,4.0,5.0,4,2,6.0,9.0,1.0,0.0
4.8,69.0,0,5,2.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
3.3,32.0,0,5,3.0,3.0,3.0,1,7,4.0,12.0,1.0,0.0
4.2,50.0,0,5,3.0,3.0,3.0,1,7,4.2,14.0,1.0,0.0
9.8,80.0,0,5,10.0,3.0,3.0,1,7,5.0,76.0,1.0,0.0
2.88,21.0,0,5,3.0,3.0,3.0,1,7,4.0,12.0,1.0,0.0
4.3,44.0,0,5,2.0,3.0,1.0,2,2,4.0,11.0,1.0,0.0
12.5,87.5,0,5,9.0,3.0,3.0,1,7,4.0,12.0,1.0,0.0
4.4,35.0,0,5,4.0,3.0,4.0,1,7,4.0,12.0,1.0,0.0
4.6,40.0,0,5,3.0,2.0,3.0,1,6,4.0,10.0,1.0,0.0
2.68,23.4,0,5,2.0,3.0,3.0,1,2,3.2,7.0,1.0,0.0
3.25,40.0,0,5,3.0,3.0,3.0,1,2,4.0,10.0,1.0,0.0
3.3,32.0,0,5,3.0,3.0,3.0,1,7,3.2,10.0,1.0,0.0
7.0,75.0,0,5,3.0,3.0,2.0,4,3,4.0,12.0,1.0,0.0
3.8,31.0,0,5,3.0,3.0,3.0,1,7,4.0,12.0,1.0,0.0
5.5,44.0,3,5,2.0,3.0,3.0,1,2,4.0,11.0,1.0,0.0
9.1,81.0,0,5,4.0,5.0,3.0,1,7,4.0,20.0,1.0,0.0
1.8,12.0,0,5,1.0,3.0,3.0,1,7,4.0,12.0,1.0,0.0
6.3,40.0,2,5,2.0,2.0,3.0,1,7,4.0,10.0,1.0,0.0
5.5,37.0,3,5,2.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
7.85,70.0,3,5,4.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
1.9,18.0,0,5,1.0,3.0,3.0,1,2,3.0,6.0,1.0,0.0
2.15,21.0,0,5,1.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
3.58,28.0,0,5,2.0,3.0,3.0,1,7,4.0,12.0,1.0,0.0
12.0,80.0,0,5,5.0,5.0,3.0,3,7,4.0,20.0,1.0,0.0
16.2,77.0,0,5,10.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
6.9,62.7,0,5,4.0,3.0,3.0,1,7,3.3,19.0,1.0,0.0
5.98,44.0,3,5,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
9.95,45.0,3,5,4.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
2.5,25.0,0,5,1.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
3.28,36.0,0,5,2.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
3.3,30.0,0,5,2.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
1.8,12.0,0,5,1.0,3.0,3.0,1,7,3.0,4.0,1.0,0.0
2.5,20.0,0,5,1.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
1.85,12.0,0,5,2.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
2.15,20.0,0,5,1.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
1.9,16.0,0,5,1.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
5.3,35.0,0,5,2.0,2.0,1.0,1,2,7.0,5.0,1.0,0.0
1.95,10.0,0,5,2.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
7.3,64.0,0,5,5.0,3.0,3.0,1,7,4.0,12.0,1.0,0.0
6.1,48.0,0,5,3.0,3.0,2.0,2,7,4.0,12.0,1.0,0.0
18.5,148.9,3,5,1.0,3.0,3.0,1,2,4.5,35.0,1.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
5.8,48.0,0,5,3.0,2.0,1.0,2,6,4.0,12.0,1.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
15.0,86.0,0,5,5.0,6.0,3.0,4,7,4.0,21.5,1.0,0.0
5.38,37.0,0,5,3.0,3.0,3.0,3,2,3.7,10.0,1.0,0.0
6.2,80.0,0,5,3.0,3.0,2.0,3,7,4.0,20.0,1.0,0.0
8.8,70.0,0,5,6.0,3.0,3.0,1,7,5.0,14.0,1.0,0.0
3.2,22.6,0,5,1.0,2.0,2.0,2,7,3.2,7.0,1.0,0.0
11.5,39.0,3,5,3.0,3.0,3.0,1,7,4.0,12.0,1.0,0.0
5.6,53.0,0,5,4.0,2.0,2.0,3,2,5.9,11.0,1.0,0.0
45.0,299.85,3,5,6.0,2.0,3.0,1,6,8.5,12.0,1.0,0.0
15.75,72.0,0,5,2.0,2.0,1.0,2,7,4.0,18.0,1.0,0.0
8.95,52.9,0,5,3.0,4.0,3.0,1,2,4.0,12.0,1.0,0.0
23.0,252.0,0,5,2.0,3.0,3.0,1,7,4.0,12.0,1.0,0.0
12.4,120.0,4,5,7.0,6.0,4.0,1,7,6.0,20.0,1.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
7.39,45.0,0,5,2.0,3.0,3.0,1,7,4.5,10.0,0.0,1.0
11.0,45.0,0,1,4.0,3.0,3.0,1,2,4.0,12.0,0.0,1.0
10.0,59.1,0,5,4.0,4.0,4.0,2,7,3.3,18.0,0.0,1.0
11.3,40.0,3,5,2.0,2.0,2.0,3,2,3.2,13.0,0.0,1.0
5.95,30.0,0,1,3.0,3.0,3.0,4,7,4.0,12.0,0.0,1.0
29.5,190.0,4,5,7.0,6.0,5.0,4,7,9.0,22.0,0.0,1.0
15.89,60.0,0,1,4.0,3.0,3.0,1,2,4.0,15.0,0.0,1.0
4.3,48.0,0,5,2.0,1.0,3.0,2,2,4.0,12.0,0.0,1.0
2.95,18.0,0,5,2.0,2.0,2.0,3,6,3.0,6.0,0.0,1.0
10.5,51.0,3,5,10.0,6.0,4.0,3,7,7.32,8.7,0.0,1.0
11.3,40.0,3,5,2.0,2.0,2.0,3,2,3.2,13.0,0.0,1.0
2.85,23.0,0,5,2.0,2.0,2.0,3,2,6.5,3.5,0.0,1.0
10.5,54.0,0,5,4.0,5.0,5.0,4,7,3.6,12.0,0.0,1.0
8.99,50.0,0,5,4.0,5.0,4.0,3,2,4.0,12.0,0.0,1.0
9.5,45.0,3,5,6.0,3.0,6.0,1,2,4.1,12.0,0.0,1.0
13.5,60.0,0,1,4.0,3.0,3.0,1,1,4.0,15.0,0.0,1.0
8.7,45.0,0,1,5.0,3.0,3.0,1,2,4.0,12.0,0.0,1.0
11.5,68.4,0,5,7.0,6.0,5.0,1,7,3.6,19.0,0.0,1.0
7.6,40.0,0,5,2.0,2.0,2.0,1,2,4.0,10.0,0.0,1.0
25.9,115.0,0,5,5.0,3.0,3.0,1,2,6.0,19.0,0.0,1.0
11.5,53.0,0,5,5.0,5.0,5.0,3,7,3.6,14.0,0.0,1.0
7.0,54.0,0,5,2.0,2.0,2.0,2,7,3.6,16.0,0.0,1.0
7.2,36.2,0,1,3.0,4.0,4.0,1,7,4.0,10.0,0.0,1.0
9.8,60.0,0,5,3.0,3.0,2.0,4,7,4.0,15.0,0.0,1.0
11.3,40.0,3,5,2.0,2.0,2.0,3,2,3.2,13.0,0.0,1.0
10.0,59.1,0,5,4.0,4.0,4.0,2,7,3.3,18.0,0.0,1.0
8.8,45.0,0,5,4.0,5.0,4.0,3,7,4.4,10.0,0.0,1.0
9.7,52.0,0,5,2.0,3.0,3.0,4,7,5.2,10.0,0.0,1.0
20.0,47.8,3,1,4.0,3.0,3.0,1,2,4.0,12.0,0.0,1.0
4.95,24.0,0,5,2.0,3.0,4.0,3,2,3.0,8.0,0.0,1.0
6.3,32.0,0,5,3.0,3.0,3.0,3,2,3.9,8.5,0.0,1.0
9.5,45.0,0,5,5.0,5.0,5.0,3,7,5.0,9.0,0.0,1.0
9.69,50.0,0,5,2.0,2.0,2.0,3,7,4.1,12.0,0.0,1.0
6.25,35.0,0,5,3.0,2.0,2.0,3,7,3.5,10.0,0.0,1.0
5.92,35.0,0,5,3.0,2.0,3.0,3,2,4.0,12.0,0.0,1.0
7.2,50.0,0,5,3.0,3.0,3.0,3,2,10.0,5.0,0.0,1.0
7.2,36.0,0,5,3.0,4.0,3.0,4,6,9.0,4.0,0.0,1.0
6.2,30.0,0,5,3.0,2.0,2.0,3,7,3.0,10.0,0.0,1.0
4.85,28.0,0,1,3.0,3.0,3.0,1,7,4.0,12.0,0.0,1.0
13.5,63.0,3,5,6.0,3.0,5.0,1,7,4.0,12.0,0.0,1.0
2.8,15.0,0,5,2.0,3.0,3.0,2,7,3.15,4.85,0.0,1.0
2.95,26.0,0,5,2.0,2.0,2.0,3,2,6.5,4.0,0.0,1.0
20.999,72.0,3,5,9.0,6.0,5.0,4,7,4.0,18.0,0.0,1.0
15.7,68.9,0,5,5.0,4.0,4.0,1,7,4.0,16.0,0.0,1.0
9.25,33.0,0,5,5.0,4.0,4.0,4,7,3.3,10.0,0.0,1.0
5.5,30.0,0,5,3.0,3.0,3.0,3,7,3.5,9.0,0.0,1.0
9.299,45.6,0,1,6.0,4.0,4.0,1,6,9.0,5.25,0.0,1.0
10.99,45.0,0,5,8.0,3.0,5.0,1,7,4.0,12.0,0.0,1.0
9.75,40.0,0,5,4.0,4.0,4.0,3,7,3.0,14.0,0.0,1.0
9.45,45.0,0,5,4.0,4.0,4.0,3,2,3.95,11.3,0.0,1.0
10.5,50.6,0,5,4.0,5.0,4.0,2,7,6.6,8.0,0.0,1.0
7.97,23.0,0,5,3.0,4.0,4.0,3,7,3.2,7.0,0.0,1.0
11.9,50.0,0,1,9.0,3.0,3.0,1,2,4.0,12.0,0.0,1.0
4.2,26.0,0,5,2.0,3.0,3.0,1,7,4.0,12.0,0.0,1.0
9.5,70.0,0,5,5.0,3.0,3.0,1,7,4.6,16.0,0.0,1.0
9.25,33.0,0,5,4.0,4.0,4.0,4,7,3.3,10.0,0.0,1.0
12.9,50.0,3,5,3.0,3.0,3.0,3,2,3.0,17.0,0.0,1.0
7.85,60.0,0,5,2.0,2.0,2.0,3,2,4.0,15.0,0.0,1.0
11.69,60.0,0,5,5.0,3.0,3.0,1,7,4.0,12.0,0.0,1.0
11.2,62.0,0,5,5.0,3.0,3.0,1,7,5.0,12.0,0.0,1.0
9.8,56.0,0,5,3.0,3.0,1.0,4,7,4.0,12.0,0.0,1.0
38.0,240.0,0,5,8.0,6.0,3.0,1,7,12.0,12.0,0.0,1.0
5.5,30.0,3,5,3.0,3.0,3.0,1,7,4.0,12.0,0.0,1.0
15.89,60.0,0,1,5.0,3.0,5.0,1,7,4.0,12.0,0.0,1.0
8.25,37.0,0,5,6.0,5.0,5.0,1,2,3.7,10.0,0.0,1.0
6.49,44.0,0,5,3.0,3.0,3.0,4,7,4.0,11.0,0.0,1.0
7.39,45.0,0,5,2.0,3.0,3.0,1,7,4.5,10.0,0.0,1.0
8.9,30.0,0,5,3.0,4.0,5.0,4,7,3.7,8.0,0.0,1.0
4.5,30.0,0,5,2.0,1.0,1.0,0,2,5.0,6.0,0.0,1.0
11.0,45.0,0,1,4.0,3.0,3.0,1,2,4.0,12.0,0.0,1.0
12.9,62.0,4,5,4.0,5.0,4.0,4,7,5.2,12.0,0.0,1.0
9.5,44.0,3,5,6.0,4.0,4.0,3,6,4.0,11.0,0.0,1.0
5.98,21.0,0,5,3.0,3.0,2.0,3,3,3.5,6.5,0.0,1.0
10.0,59.1,0,5,4.0,4.0,4.0,2,7,3.3,18.0,0.0,1.0
23.0,50.0,3,5,6.0,6.0,8.0,2,7,4.1,12.5,0.0,1.0
10.9,40.0,0,1,6.0,6.0,4.0,4,7,3.5,12.0,0.0,1.0
11.8,76.0,0,1,4.0,3.0,3.0,1,7,5.7,15.0,0.0,1.0
7.5,37.0,0,5,3.0,4.0,3.0,1,7,8.0,5.0,0.0,1.0
12.3,82.0,0,1,4.0,3.0,3.0,1,7,4.7,19.5,0.0,1.0
9.78,60.0,0,1,3.0,3.0,3.0,1,7,4.0,15.0,0.0,1.0
9.0,45.0,0,5,4.0,4.0,4.0,4,2,4.0,12.0,0.0,1.0
3.65,19.0,0,5,2.0,3.0,3.0,3,7,3.0,6.0,0.0,1.0
21.0,71.0,3,5,6.0,6.0,4.0,3,2,5.0,20.0,0.0,1.0
9.5,43.0,3,5,6.0,5.0,4.0,1,2,4.1,11.0,0.0,1.0
5.5,26.0,0,1,3.0,3.0,3.0,1,7,3.5,8.0,0.0,1.0
5.25,33.0,0,1,3.0,3.0,3.0,1,2,4.0,12.0,0.0,1.0
2.3,10.0,0,5,1.0,1.0,3.0,3,7,5.0,2.0,0.0,1.0
7.4,37.0,0,5,3.0,4.0,3.0,3,7,4.0,12.0,0.0,1.0
